0.000000000000000000e+00,1.696958680048103361e+02
1.000000000000000000e+00,1.400454959174199701e+02
2.000000000000000000e+00,1.342750781815676362e+02
3.000000000000000000e+00,1.524164031484326074e+02
4.000000000000000000e+00,7.582312797551406902e+01
5.000000000000000000e+00,1.093731245763898983e+02
6.000000000000000000e+00,1.149659060972913522e+02
7.000000000000000000e+00,1.168257605699932924e+02
8.000000000000000000e+00,1.152191702701826017e+02
9.000000000000000000e+00,1.129975882824078894e+02
1.000000000000000000e+01,1.097254129843080506e+02
1.100000000000000000e+01,1.107204852996911200e+02
1.200000000000000000e+01,1.090988551040377104e+02
1.300000000000000000e+01,1.109523675865840175e+02
1.400000000000000000e+01,9.461076396711801806e+01
1.500000000000000000e+01,1.156228112888630761e+02
1.600000000000000000e+01,1.212702839019665930e+02
1.700000000000000000e+01,1.551094412129983766e+02
1.800000000000000000e+01,9.401520318587522240e+01
1.900000000000000000e+01,9.492453637591415827e+01
2.000000000000000000e+01,9.138810923752792803e+01
2.100000000000000000e+01,8.732330188515778957e+01
2.200000000000000000e+01,7.753931703993497138e+01
2.300000000000000000e+01,7.217689802553101686e+01
2.400000000000000000e+01,6.415966302604145710e+01
2.500000000000000000e+01,4.809916329801885126e+01
2.600000000000000000e+01,5.786701403538538813e+01
2.700000000000000000e+01,4.874145540720421366e+01
2.800000000000000000e+01,5.603863174780978085e+01
2.900000000000000000e+01,6.580198435470637719e+01
3.000000000000000000e+01,8.789854924737349506e+01
3.100000000000000000e+01,8.128379409356486462e+01
3.200000000000000000e+01,7.687432079409347807e+01
3.300000000000000000e+01,6.715133114367419864e+01
3.400000000000000000e+01,6.875810072851042776e+01
3.500000000000000000e+01,4.448930901072971267e+01
3.600000000000000000e+01,3.601877280036949003e+01
3.700000000000000000e+01,4.201712772633386095e+01
3.800000000000000000e+01,4.974881413896316218e+01
3.900000000000000000e+01,5.510467639230797232e+01
4.000000000000000000e+01,5.556712318374353288e+01
4.100000000000000000e+01,5.362142806251949168e+01
4.200000000000000000e+01,5.507758525114435599e+01
4.300000000000000000e+01,7.438937481763980486e+01
4.400000000000000000e+01,6.612492489122632833e+01
4.500000000000000000e+01,6.928098235299384555e+01
4.600000000000000000e+01,7.684932726132716141e+01
4.700000000000000000e+01,1.014178020801978306e+02
4.800000000000000000e+01,8.787777042467659783e+01
4.900000000000000000e+01,9.625389117107496872e+01
5.000000000000000000e+01,1.033463566840153049e+02
5.100000000000000000e+01,1.071225272174189342e+02
5.200000000000000000e+01,1.406220371345797275e+02
5.300000000000000000e+01,1.457412585475312028e+02
5.400000000000000000e+01,1.273767720384845603e+02
5.500000000000000000e+01,1.073866728560295059e+02
5.600000000000000000e+01,1.048986954344003095e+02
5.700000000000000000e+01,9.813124102778182589e+01
5.800000000000000000e+01,1.009206497170050199e+02
5.900000000000000000e+01,1.013192896367788478e+02
6.000000000000000000e+01,9.141860716523120800e+01
6.100000000000000000e+01,8.821926394312120578e+01
6.200000000000000000e+01,8.793453728634722211e+01
6.300000000000000000e+01,9.048013364414791226e+01
6.400000000000000000e+01,1.537695564895159919e+02
6.500000000000000000e+01,8.615382919484493129e+01
6.600000000000000000e+01,1.626576413971419584e+02
6.700000000000000000e+01,9.585601358542895412e+01
6.800000000000000000e+01,8.943889256971161217e+01
6.900000000000000000e+01,9.669001804433628422e+01
7.000000000000000000e+01,9.393246390563882642e+01
7.100000000000000000e+01,9.669001804433628422e+01
7.200000000000000000e+01,9.486560274731222364e+01
7.300000000000000000e+01,9.760573842169159775e+01
7.400000000000000000e+01,9.731633429766212373e+01
7.500000000000000000e+01,9.660526089623211021e+01
7.600000000000000000e+01,9.469658055928383078e+01
7.700000000000000000e+01,9.690982031086062420e+01
7.800000000000000000e+01,1.438989027274089949e+02
7.900000000000000000e+01,9.628249208816139060e+01
8.000000000000000000e+01,8.580736449923604425e+01
8.100000000000000000e+01,7.980746950504689607e+01
8.200000000000000000e+01,7.664025635240807333e+01
8.300000000000000000e+01,7.245468501593281019e+01
8.400000000000000000e+01,6.743689019593760747e+01
8.500000000000000000e+01,6.829479232797321231e+01
8.600000000000000000e+01,6.446438633229561788e+01
8.700000000000000000e+01,6.611726652130792559e+01
8.800000000000000000e+01,7.880837695649317709e+01
8.900000000000000000e+01,1.095432032862426155e+02
9.000000000000000000e+01,1.416431519385169508e+02
9.100000000000000000e+01,1.591125059969037920e+02
9.200000000000000000e+01,1.647435088771975131e+02
9.300000000000000000e+01,1.606223999573876426e+02
9.400000000000000000e+01,1.667955960817711514e+02
9.500000000000000000e+01,1.763802586297249775e+02
9.600000000000000000e+01,1.778590986336768935e+02
9.700000000000000000e+01,1.797480966790733703e+02
9.800000000000000000e+01,1.777480001047438520e+02
9.900000000000000000e+01,1.728261216120333472e+02
1.000000000000000000e+02,1.752622169961733505e+02
1.010000000000000000e+02,1.689871931718462577e+02
1.020000000000000000e+02,1.697826163070054690e+02
1.030000000000000000e+02,1.697826163070054690e+02
1.040000000000000000e+02,1.725624784468623432e+02
1.050000000000000000e+02,1.777320454640940284e+02
1.060000000000000000e+02,1.583065135030014119e+02
1.070000000000000000e+02,1.551210853841935204e+02
1.080000000000000000e+02,1.550096938886752014e+02
1.090000000000000000e+02,1.322499760787413265e+02
1.100000000000000000e+02,1.177282574223191176e+02
1.110000000000000000e+02,9.000000000000000000e+01
1.120000000000000000e+02,6.896248897457819282e+01
1.130000000000000000e+02,6.380709917502923645e+01
1.140000000000000000e+02,3.978731763561151435e+00
1.150000000000000000e+02,6.621695436017414238e+01
1.160000000000000000e+02,5.798257585841210471e+01
1.170000000000000000e+02,5.573152822225853242e+01
1.180000000000000000e+02,1.873410358076704796e+01
1.190000000000000000e+02,3.122567827102879789e+01
1.200000000000000000e+02,3.724551699803056692e+01
1.210000000000000000e+02,3.855167399137754103e+01
1.220000000000000000e+02,4.469685055628587378e+01
1.230000000000000000e+02,5.119558688871902774e+01
1.240000000000000000e+02,4.953843140764141140e+01
1.250000000000000000e+02,5.956505285880206202e+01
1.260000000000000000e+02,6.296255616247991327e+01
1.270000000000000000e+02,7.241907840068397206e+01
